CaseId,WEIGHT,P_IMAGE1A,P_IMAGE1B,P_IMAGE2A,P_IMAGE2B,P_IMAGE3A,P_IMAGE3B,P_IMAGE4A,P_IMAGE4B,P_IMAGE5A,P_IMAGE5B,P_IMAGE6A,P_IMAGE6B,P_IMAGE7A,P_IMAGE7B,P_IMAGE8A,P_IMAGE8B,P_RELIG,P_ATTEND,P_ZIPCODE,P_CBSA,RND_00,RND_01,RND_02,RND_03,RND_04,RND_05,RND_06,RND_07,RND_08,POLADSTRUMPTEMPS4,POLAADSBIDENTEMPS4,POLADSREGULATIONS4,POLADSGLOBALWARMINGS4,MONTGOMERY1S4,MONTGOMERY2S4,MONTGOMERY3S4,MONTGOMERY4S4,MONTGOMERY5S4,MONTGOMERY6S4,MONTGOMERY7S4,MONTGOMERY8S4,PolAdsORDER1,PolAdsORDER2,PolAdsORDER3,PolAdsORDER4,PolAdsORDER5,PolAdsORDER6,PolAdsORDER7,PolAdsORDER8,POLADSTRUMP1S4,POLADSTRUMP2S4,POLADSBIDEN1S4,POLADSBIDEN2S4,POLADSEXXON1S4,POLADSEXXON2S4,POLADSPATAGONIA1S4,POLADSPATAGONIA2S4,POLADSPOWER1S4,POLADSPOWER2S4,POLADSSIERRA1S4,POLADSSIERRA2S4,POLADSCOLGATE1S4,POLADSCOLGATE2S4,POLADSMSC1S4,POLADSMSC2S4,PartyID7,IDEO1S4,QCANDI20,QPA015A,BAGAINS4,QPAC2,STARTDT,ENDDT,duration,SURV_MODE,SURV_LANG,Device,GENDER,AGE,AGE4,AGE7,RACETHNICITY,EDUC5,MARITAL,EMPLOY,INCOME,INCOME4,INCOME9,STATE,REGION4,REGION9,METRO,INTERNET,HOUSING,HOME_TYPE,PHONESERVICE,HHSIZE,HH01,HH25,HH612,HH1317,HH18OV
211,2.30103232,632,645,635,511,223,343,612,245,315,115,343,543,111,264,552,143,12,2,31015,"Cordele, GA Micro Area",0,1,1,0,0,0,0,0,1,1,5,1,3,2,2,1,1,2,1,1,2,8,2,6,1,5,4,3,7,,4,,3,3,,3,,2,,2,,5,,,5,1,4,2,1,2,1,4/1/2021 9:52,4/2/2021 11:44,9,2,1,Smartphone,1,35,2,3,2,4,1,1,12,3,7,GA,3,5,0,1,1,1,2,5,0,0,0,0,1
212,1.04459083,454,612,415,564,163,132,424,362,265,251,164,665,124,264,145,342,14,1,32507,"Pensacola-Ferry Pass-Brent, FL Metro Area",1,1,1,1,1,1,0,1,0,2,2,3,3,2,1,2,1,2,1,1,1,6,3,7,2,4,8,5,1,,1,,1,,3,,5,,1,3,,,5,2,,5,2,3,3,2,1,4/1/2021 20:09,4/1/2021 20:19,10,2,1,Smartphone,1,34,2,2,1,1,5,1,8,2,4,FL,3,5,1,0,2,1,4,5,0,0,1,1,3
219,0.20024556,412,155,534,164,234,321,311,625,533,413,121,653,444,254,343,353,1,3,66062,"Kansas City, MO-KS Metro Area",0,1,1,0,0,1,1,1,1,1,98,3,1,1,1,2,2,2,1,2,2,4,8,6,7,1,2,5,3,,5,,5,5,,2,,,2,,3,,5,,5,1,3,2,1,2,1,3/31/2021 12:19,4/12/2021 15:49,7,2,1,Smartphone,2,59,3,5,1,3,2,1,17,4,9,KS,2,4,1,1,1,1,4,4,0,0,0,0,4
223,1.46073702,264,213,565,113,125,515,221,433,313,415,554,535,521,435,121,123,12,8,15729,"Indiana, PA Micro Area",0,1,0,0,1,1,0,0,1,6,2,4,1,1,2,1,1,1,1,1,2,7,8,1,2,5,6,3,4,,2,1,,3,,,5,,4,1,,4,,,2,4,4,1,2,1,1,3/31/2021 13:40,3/31/2021 13:50,10,2,1,Desktop,2,65,4,6,1,4,5,5,6,1,3,PA,1,2,0,1,1,1,3,1,0,0,0,0,1
225,1.12179717,233,144,544,522,131,235,615,545,322,121,332,433,625,161,143,435,3,8,89408,"Fernley, NV Micro Area",0,0,1,1,0,0,1,0,1,7,2,5,2,2,2,2,2,1,2,1,1,8,3,2,4,6,1,5,7,1,,,1,,3,1,,2,,,1,2,,,2,4,6,1,2,2,1,3/31/2021 17:51,3/31/2021 18:01,11,2,1,Desktop,2,71,4,6,1,4,1,5,11,3,6,NV,4,8,0,1,1,1,3,4,0,0,0,0,3
226,0.79837679,441,411,122,321,653,253,555,222,532,523,251,442,662,424,353,545,2,8,58104,"Fargo, ND-MN Metro Area",0,1,0,1,1,0,1,0,1,1,4,2,1,2,1,2,2,2,1,2,2,5,1,6,7,2,4,8,3,,4,1,,,5,,5,1,,,4,5,,,5,6,3,4,4,2,1,3/31/2021 16:47,3/31/2021 17:06,19,2,1,Smartphone,1,26,1,2,1,4,1,1,14,4,8,ND,2,4,1,1,1,1,4,3,0,0,0,0,2
227,0.47974651,321,231,512,343,421,362,315,322,651,524,343,161,145,334,162,351,4,4,95973,"Chico, CA Metro Area",0,1,1,0,1,0,0,0,0,4,4,4,3,2,2,1,1,98,2,1,1,8,6,5,3,1,4,2,7,,4,,4,2,,,3,3,,2,,3,,2,,4,2,4,4,2,2,3/31/2021 18:36,3/31/2021 18:51,14,2,1,Desktop,2,65,4,6,1,3,1,1,11,3,6,CA,4,9,1,1,1,1,1,2,0,0,0,0,2
229,1.75511092,433,411,213,141,565,252,563,163,345,145,363,565,314,161,645,213,14,5,21215,"Baltimore-Columbia-Towson, MD Metro Area",1,1,1,1,0,0,0,1,1,4,3,4,3,1,2,2,1,1,2,1,1,8,4,5,2,1,7,6,3,,2,,4,,4,3,,2,,2,,,5,,3,3,4,4,2,2,1,3/31/2021 15:52,3/31/2021 15:55,3,2,1,Desktop,2,25,1,2,1,5,5,7,12,3,7,MD,3,5,1,0,1,1,2,1,0,0,0,0,1
234,0.16629432,251,325,213,132,323,563,512,155,232,562,665,243,125,612,443,613,1,6,55056,"Minneapolis-St. Paul-Bloomington, MN-WI Metro",0,0,1,0,0,1,0,1,0,1,6,1,1,2,1,1,1,1,2,1,2,1,4,6,3,8,5,2,7,1,,,3,3,,2,,,2,2,,,5,4,,2,3,2,1,2,1,3/31/2021 14:23,3/31/2021 14:47,24,2,1,Desktop,2,65,4,6,1,3,5,1,11,3,6,MN,2,4,1,1,1,1,2,1,0,0,0,0,1
239,0.26948340,263,143,155,323,221,412,565,214,241,332,221,515,625,424,123,135,11,2,34772,"Orlando-Kissimmee-Sanford, FL Metro Area",1,0,1,0,0,1,1,0,1,4,2,6,2,1,2,1,2,1,1,98,1,8,7,4,2,6,1,5,3,3,,,1,4,,1,,,3,,2,1,,,1,4,5,1,2,2,1,3/31/2021 16:13,3/31/2021 16:21,8,2,1,Desktop,2,71,4,6,1,3,1,5,8,2,4,FL,3,5,1,1,1,1,4,2,0,0,0,0,2
242,0.25193338,244,435,524,235,235,634,151,533,332,614,113,524,261,333,613,141,1,4,20874,"Washington-Arlington-Alexandria, DC-VA-MD-WV M",1,1,0,1,1,0,0,0,0,1,7,1,1,2,2,1,1,2,1,2,1,3,2,5,6,1,7,8,4,,1,2,,,5,,5,1,,3,,5,,3,,7,4,2,1,2,1,3/31/2021 14:12,3/31/2021 14:17,6,2,1,Desktop,2,51,3,4,1,4,5,1,13,3,7,MD,3,5,1,1,1,1,3,1,0,0,0,0,1
244,0.88551669,121,553,551,615,212,461,333,634,433,445,323,442,144,342,661,511,9,1,92113,"San Diego-Chula Vista-Carlsbad, CA Metro Area",0,1,1,0,0,1,0,0,0,1,5,2,1,1,2,1,2,2,1,1,2,6,5,4,7,3,1,8,2,,1,,3,4,,2,,,4,2,,5,,3,,3,3,2,1,2,1,4/9/2021 19:01,4/9/2021 19:06,5,2,1,Smartphone,2,27,1,2,1,3,1,7,14,4,8,CA,4,9,1,1,2,1,4,3,0,0,0,0,2
246,0.38809093,645,521,311,314,534,365,652,165,152,511,641,314,315,335,622,642,10,2,54701,"Eau Claire, WI Metro Area",0,0,0,0,0,0,1,0,1,3,4,3,3,2,98,1,2,1,2,1,1,5,7,2,1,8,6,4,3,1,,1,,4,,2,,2,,,3,4,,,4,3,3,3,3,2,1,3/31/2021 15:42,3/31/2021 15:46,4,2,1,Desktop,1,45,3,4,1,5,1,2,11,3,6,WI,2,3,1,1,2,3,4,2,0,0,0,0,2
247,0.56231268,632,262,221,113,542,225,443,441,351,341,151,535,341,413,311,234,14,5,64440,"St. Joseph, MO-KS Metro Area",1,1,1,1,0,0,1,1,1,1,5,2,3,1,2,1,1,2,2,2,1,4,1,8,5,3,6,2,7,,2,,2,,3,2,,1,,,3,,5,,5,2,3,2,3,2,1,4/3/2021 12:44,4/3/2021 12:49,6,2,1,Desktop,1,66,4,6,1,3,1,5,15,4,8,MO,2,4,1,1,1,1,3,3,0,0,0,0,3
258,0.82044061,355,132,231,362,322,454,365,544,131,441,414,153,632,261,423,511,11,1,1880,"Boston-Cambridge-Newton, MA-NH Metro Area",1,1,0,0,0,0,0,1,1,1,6,5,1,1,2,1,2,2,1,1,2,3,6,4,5,8,7,1,2,,4,2,,2,,3,,2,,2,,,5,,5,4,5,2,2,2,1,4/1/2021 19:24,4/1/2021 19:33,10,2,1,Desktop,2,59,3,5,6,3,3,1,7,2,4,MA,1,1,1,1,1,2,4,3,0,0,0,0,3
261,0.95773895,313,353,635,551,314,652,535,532,411,215,445,461,123,142,614,513,1,2,44102,"Cleveland-Elyria, OH Metro Area",0,1,0,1,0,0,0,0,0,5,4,4,3,1,1,2,2,1,1,2,2,4,7,8,3,1,2,5,6,,2,2,,,3,3,,3,,2,,4,,4,,4,4,4,4,2,1,4/11/2021 10:15,4/11/2021 10:21,7,2,1,Desktop,1,59,3,5,1,3,1,1,9,2,5,OH,2,3,1,1,1,3,4,3,0,0,0,0,1
263,0.66665545,532,323,334,461,551,644,655,534,151,241,243,322,612,433,461,262,11,1,26101,"Parkersburg-Vienna, WV Metro Area",1,1,1,0,1,1,0,1,0,4,2,7,2,2,1,2,2,2,2,1,2,8,2,1,4,6,5,3,7,,4,,2,3,,,4,,3,2,,,5,4,,3,5,1,2,2,1,3/31/2021 13:28,3/31/2021 13:37,9,2,1,Desktop,1,60,4,5,1,2,5,1,4,1,2,WV,3,5,1,1,1,1,4,1,0,0,0,0,1
265,0.12175618,544,635,133,463,664,113,654,633,344,662,445,541,435,535,344,322,10,1,37076,"Nashville-Davidson--Murfreesboro--Franklin, TN",1,0,0,0,1,1,0,0,0,1,7,1,1,2,1,2,2,1,2,2,2,3,8,6,1,5,7,4,2,1,,1,,2,,,5,,4,1,,4,,3,,1,2,2,1,2,1,3/31/2021 13:16,3/31/2021 14:04,48,2,1,Smartphone,1,68,4,6,1,3,1,5,11,3,6,TN,3,6,1,1,2,3,4,2,0,0,0,0,2
268,0.11917596,133,125,155,325,331,443,145,542,211,331,154,244,421,331,234,531,12,3,95926,"Chico, CA Metro Area",1,1,0,1,0,0,0,1,0,1,6,3,3,2,1,2,2,1,2,1,2,1,6,7,3,4,8,2,5,,2,3,,,5,2,,2,,2,,,5,3,,2,1,2,2,2,1,3/31/2021 14:11,3/31/2021 14:27,16,2,1,Desktop,2,75,4,7,1,3,1,5,12,3,7,CA,4,9,1,1,1,1,1,3,0,0,0,0,3
273,0.31405886,411,121,321,263,513,162,432,613,662,251,133,424,653,463,232,615,1,8,37618,"Kingsport-Bristol, TN-VA Metro Area",1,1,1,0,1,0,0,1,1,7,1,7,2,2,2,2,2,1,2,2,2,8,5,2,6,7,4,1,3,,5,,1,5,,,4,3,,1,,,5,,5,7,7,1,2,1,1,3/31/2021 16:34,3/31/2021 16:41,7,2,1,Smartphone,1,46,3,4,1,3,3,1,10,2,6,TN,3,6,1,1,1,1,4,2,0,0,0,0,1
275,1.73076184,513,614,363,151,662,611,114,143,353,263,611,523,415,542,212,312,2,4,65109,"Jefferson City, MO Metro Area",0,0,1,1,1,1,1,0,1,7,1,5,2,2,2,2,2,2,2,2,1,4,6,3,5,8,7,1,2,2,,,2,,3,,5,,4,,4,5,,,5,7,6,1,2,2,1,4/1/2021 16:05,4/1/2021 16:14,10,2,1,Smartphone,1,54,3,4,1,2,1,1,13,3,7,MO,2,4,1,1,1,1,4,3,0,0,0,0,1
280,0.56610506,332,134,412,133,643,315,265,623,255,424,152,212,433,452,522,261,11,1,50324,"Des Moines-West Des Moines, IA Metro Area",0,0,1,1,1,0,0,1,0,6,1,4,2,2,1,2,2,2,2,2,1,4,1,2,5,6,7,3,8,2,,,5,,4,,5,4,,2,,,5,1,,5,4,1,2,2,1,4/3/2021 21:52,4/3/2021 21:55,3,2,1,Desktop,1,49,3,4,1,3,5,1,12,3,7,IA,2,4,1,1,1,1,4,1,0,0,0,0,1
281,0.14791081,422,415,431,115,621,622,663,511,412,454,113,213,654,112,541,664,1,3,33166,"Miami-Fort Lauderdale-Pompano Beach, FL Metro",0,1,1,0,1,1,0,1,1,7,1,3,1,1,2,1,2,1,2,2,1,7,8,4,3,6,2,1,5,,1,,1,3,,,3,,2,1,,,5,,5,7,3,1,2,2,1,3/31/2021 12:28,3/31/2021 12:34,6,2,1,Desktop,1,83,4,7,1,4,1,5,8,2,4,FL,3,5,1,1,1,1,3,2,0,0,0,0,2
283,0.33244872,164,235,124,662,224,161,433,161,341,214,555,151,562,515,514,251,10,2,27534,"Goldsboro, NC Metro Area",1,1,1,1,0,0,1,0,1,6,3,2,1,2,1,1,1,2,2,2,1,6,8,2,3,4,5,1,7,,4,,2,,4,1,,2,,,4,4,,,5,5,2,4,4,2,1,4/7/2021 16:36,4/7/2021 16:43,7,2,1,Smartphone,1,36,2,3,1,3,5,1,11,3,6,NC,3,5,1,1,1,1,1,1,0,0,0,0,1
285,0.84132330,534,553,164,113,413,625,354,333,614,243,151,411,615,513,545,161,12,8,72846,,0,1,0,1,0,0,1,0,0,6,1,7,2,2,1,2,1,2,1,1,1,3,4,8,5,7,2,6,1,,5,1,,,4,2,,3,,,2,4,,3,,4,6,1,2,1,1,3/31/2021 11:21,3/31/2021 11:40,19,2,1,Desktop,2,57,3,5,1,4,4,1,6,1,3,AR,3,7,0,1,1,1,3,2,0,0,0,0,2
287,1.79832257,261,243,123,512,424,133,511,235,565,152,265,143,334,212,155,523,10,1,80910,"Colorado Springs, CO Metro Area",1,0,0,1,0,1,1,1,0,5,4,5,1,2,2,1,1,2,2,2,2,8,2,3,5,4,6,7,1,3,,1,,,4,2,,,3,,4,,5,3,,4,8,3,3,2,1,4/2/2021 21:19,4/2/2021 21:23,5,2,1,Smartphone,2,29,1,2,1,3,3,1,11,3,6,CO,4,8,1,1,1,1,4,4,0,0,0,0,1
288,1.72222503,361,244,462,652,645,565,313,253,251,221,341,522,352,241,651,143,12,7,98936,"Yakima, WA Metro Area",1,0,1,0,1,0,0,1,0,5,1,6,3,2,2,1,2,2,2,2,1,5,7,3,1,6,8,2,4,2,,,1,5,,,5,3,,5,,,5,5,,6,6,1,2,1,1,3/31/2021 16:36,3/31/2021 16:47,12,2,1,Smartphone,2,73,4,6,1,2,2,5,4,1,2,WA,4,9,1,0,1,4,4,1,0,0,0,0,1
289,0.88025987,163,651,515,524,365,344,541,564,444,262,655,563,462,145,253,442,11,1,70130,"New Orleans-Metairie, LA Metro Area",1,1,1,1,0,1,1,0,0,7,1,6,2,2,2,2,2,2,1,1,1,4,2,8,6,5,7,3,1,,1,,1,,4,3,,,1,,3,2,,3,,6,3,1,2,2,1,3/31/2021 17:04,3/31/2021 17:07,3,2,1,Smartphone,2,27,1,2,1,5,6,1,11,3,6,LA,3,7,1,1,2,3,4,2,0,0,0,0,2
290,3.34539395,551,432,224,255,611,441,612,424,542,443,634,664,661,444,432,623,10,1,80817,"Colorado Springs, CO Metro Area",1,0,0,1,1,0,0,1,1,2,5,5,1,2,1,1,1,2,1,2,2,7,4,6,2,1,3,8,5,1,,1,,,5,,5,3,,3,,,5,,4,2,1,2,1,2,1,4/7/2021 13:21,4/7/2021 13:27,7,2,1,Smartphone,2,27,1,2,1,2,1,7,10,2,6,CO,4,8,1,1,1,2,4,4,0,0,0,0,1
294,0.30059396,454,443,432,411,615,134,635,345,555,515,121,411,652,425,645,253,1,5,62868,,0,0,1,0,1,1,1,0,0,6,2,2,2,2,2,1,2,2,1,2,2,4,3,2,1,8,5,6,7,1,,,1,4,,,3,,4,,3,5,,3,,6,5,1,2,1,1,4/1/2021 8:22,4/1/2021 8:32,11,2,1,Desktop,1,65,4,6,1,3,1,6,7,2,4,IL,2,3,0,1,1,1,4,2,0,0,0,0,2
297,1.85261064,634,312,455,565,223,213,321,345,243,424,625,232,333,322,531,453,,,78731,"Austin-Round Rock-Georgetown, TX Metro Area",1,1,0,1,1,1,1,0,1,5,4,5,3,2,1,1,1,2,1,2,1,5,1,7,8,2,6,3,4,,5,1,,,3,,5,,3,,4,4,,,5,6,5,1,4,2,1,4/6/2021 13:03,4/6/2021 13:08,5,2,1,Desktop,1,18,1,1,5,1,5,1,15,4,8,TX,3,7,1,1,1,1,1,5,0,0,1,0,4
298,3.07624831,241,461,635,113,515,124,145,153,324,423,224,462,664,613,645,243,11,1,39564,"Gulfport-Biloxi, MS Metro Area",1,0,1,1,0,1,1,1,1,1,3,1,1,1,2,1,2,2,1,2,2,3,6,5,7,2,1,8,4,1,,,2,,5,5,,,4,,5,,5,,5,2,8,4,4,2,1,4/3/2021 10:08,4/3/2021 10:13,6,2,1,Desktop,2,19,1,1,1,2,5,7,9,2,5,MS,3,6,1,1,2,1,4,4,0,0,0,0,1
303,1.09109345,253,351,625,422,341,133,115,645,223,665,614,654,425,641,332,143,1,8,99801,"Juneau, AK Micro Area",0,1,0,0,1,0,0,1,1,3,4,4,3,1,2,2,1,1,1,1,2,2,8,1,6,3,5,7,4,,3,2,,4,,,4,2,,2,,,5,,5,5,5,2,4,2,1,3/31/2021 12:11,3/31/2021 12:15,4,2,1,Desktop,1,31,2,2,1,5,1,1,10,2,6,AK,4,9,0,1,1,2,4,4,0,0,0,0,2
307,0.89589587,615,113,532,321,261,625,325,125,432,321,142,145,215,533,661,453,11,4,50701,"Waterloo-Cedar Falls, IA Metro Area",1,0,0,1,1,1,0,0,1,1,6,1,1,2,2,2,2,2,1,1,2,6,8,2,1,3,5,7,4,1,,1,,,2,,5,,2,2,,5,,,5,1,2,2,1,2,1,4/5/2021 20:18,4/6/2021 12:59,5,2,1,Desktop,1,39,2,3,1,5,1,1,9,2,5,IA,2,4,1,1,1,1,4,3,0,1,0,0,2
311,1.71232811,231,552,462,115,131,111,364,311,412,424,565,215,132,262,124,411,12,9,63730,,1,1,1,0,1,1,0,1,0,7,1,6,3,1,1,2,1,1,2,2,2,8,3,5,2,7,1,6,4,,4,,1,2,,,4,,2,2,,,5,2,,7,7,1,2,1,1,3/31/2021 17:29,3/31/2021 17:38,8,2,1,Smartphone,2,59,3,5,1,2,1,1,10,2,6,MO,2,4,0,1,1,1,4,2,0,0,0,0,1
312,0.59926776,535,211,322,665,442,655,131,333,664,155,155,242,453,125,544,431,14,1,95662,"Sacramento-Roseville-Folsom, CA Metro Area",1,0,1,0,1,0,1,1,0,4,4,4,1,2,1,1,1,2,2,2,2,6,8,2,5,4,7,3,1,1,,,2,2,,,5,2,,,5,,5,3,,6,2,1,2,1,1,4/1/2021 5:45,4/1/2021 6:02,18,2,1,Desktop,2,57,3,5,1,3,3,4,9,2,5,CA,4,9,1,1,2,2,4,3,0,0,0,0,3
313,0.89771711,153,165,153,452,264,232,231,151,524,414,233,553,533,334,133,354,14,4,34205,"North Port-Sarasota-Bradenton, FL Metro Area",1,0,1,1,0,0,1,0,1,98,1,7,2,2,2,2,1,1,2,2,1,2,4,8,5,6,7,1,3,5,,,1,,5,1,,3,,,2,3,,,5,7,7,1,2,2,1,3/31/2021 17:24,3/31/2021 17:32,8,2,1,Smartphone,1,71,4,6,1,5,1,5,10,2,6,FL,3,5,1,1,1,1,4,2,0,0,0,0,2
315,0.41791842,355,321,234,624,411,161,463,114,444,635,443,125,514,123,362,614,1,2,29114,"Florence, SC Metro Area",1,1,1,1,1,0,0,1,1,1,7,5,1,2,1,1,2,2,2,1,2,6,3,5,8,7,4,1,2,,2,,3,,5,,5,3,,3,,,5,,4,4,2,2,1,2,1,4/15/2021 18:00,4/15/2021 18:27,29,2,1,Smartphone,1,69,4,6,2,3,1,5,10,2,6,SC,3,5,1,1,1,1,4,2,0,0,0,0,2
316,0.56027277,111,421,422,432,561,442,643,344,124,145,324,531,344,143,444,135,5,4,72205,"Little Rock-North Little Rock-Conway, AR Metro",1,1,1,1,1,1,0,0,0,1,6,1,1,1,2,1,1,1,2,2,2,1,5,7,8,4,3,2,6,,3,,3,,1,,5,,2,3,,4,,2,,1,1,2,1,2,1,3/31/2021 14:50,3/31/2021 15:05,16,2,1,Desktop,2,41,2,3,5,5,1,2,16,4,9,AR,3,7,1,1,1,1,4,3,0,0,0,0,1
317,0.28843551,543,512,465,661,643,252,543,651,635,252,622,321,165,115,462,154,11,1,98531,"Centralia, WA Micro Area",1,0,1,1,0,1,1,1,1,1,6,2,1,98,1,2,1,2,1,2,2,5,7,2,8,3,1,6,4,1,,,2,,3,1,,,3,,2,,5,,5,2,3,2,1,2,1,3/31/2021 11:57,3/31/2021 12:03,6,2,1,Desktop,2,66,4,6,1,3,1,5,9,2,5,WA,4,9,0,1,1,1,1,2,0,0,0,0,2
318,0.58526912,615,655,423,523,621,351,624,424,423,243,315,424,514,532,254,631,5,4,94541,"San Francisco-Oakland-Berkeley, CA Metro Area",0,0,1,0,0,0,1,0,1,3,2,3,2,2,2,1,1,2,1,1,2,1,3,4,2,5,7,6,8,3,,,3,4,,3,,4,,,3,4,,,4,1,3,3,3,2,1,3/31/2021 9:56,3/31/2021 12:19,32,2,1,Smartphone,1,60,4,5,1,3,1,2,13,3,7,CA,4,9,1,1,1,1,2,2,0,0,0,0,2
323,2.84982580,162,123,524,442,664,464,541,323,364,331,642,423,413,551,612,654,2,8,36117,"Montgomery, AL Metro Area",0,1,1,0,0,0,0,1,0,3,5,2,3,2,1,1,2,2,2,1,1,6,4,8,3,1,5,7,2,,5,,4,4,,2,,3,,3,,,5,3,,6,4,2,2,2,1,3/31/2021 13:52,3/31/2021 13:55,3,2,1,Smartphone,2,27,1,2,1,2,1,7,10,2,6,AL,3,6,1,1,2,1,4,2,0,0,0,0,2
324,0.33496000,164,641,544,324,242,613,262,315,525,253,663,423,562,153,215,525,1,9,21228,"Baltimore-Columbia-Towson, MD Metro Area",1,1,1,1,0,1,0,0,0,1,6,4,3,2,2,2,2,1,2,1,2,1,5,2,7,3,4,8,6,,3,,4,,5,2,,,3,2,,3,,3,,1,4,2,1,1,1,4/5/2021 11:52,4/11/2021 19:47,9,2,1,Smartphone,2,63,4,5,2,3,2,4,11,3,6,MD,3,5,1,1,2,1,2,4,0,0,0,0,2
326,1.82811745,253,431,363,131,633,563,565,453,441,524,265,644,342,565,345,521,1,4,30529,"Jefferson, GA Micro Area",0,0,1,1,1,0,0,0,0,5,5,4,1,2,2,1,2,2,2,1,2,5,7,1,6,8,3,2,4,1,,,4,,3,,4,1,,1,,3,,1,,7,1,1,2,1,1,3/31/2021 14:58,3/31/2021 15:04,6,2,1,Smartphone,2,54,3,4,1,2,3,1,6,1,3,GA,3,5,0,0,3,3,4,2,0,0,0,0,2
328,0.21861792,154,335,445,233,313,263,562,133,415,432,453,523,313,653,525,121,11,1,10512,"New York-Newark-Jersey City, NY-NJ-PA Metro Ar",1,0,1,0,0,0,0,0,1,2,4,4,1,1,2,2,2,2,2,1,2,5,7,3,4,1,6,2,8,1,,,1,3,,1,,1,,1,,5,,,3,6,4,1,1,2,1,3/31/2021 20:42,3/31/2021 20:48,6,2,1,Smartphone,2,33,2,2,1,5,1,1,14,4,8,NY,1,2,1,0,1,1,1,3,0,0,0,0,3
330,0.13753698,225,263,235,312,451,644,624,155,521,334,435,245,663,214,455,231,12,9,35758,"Huntsville, AL Metro Area",0,0,1,1,1,1,0,0,1,7,4,5,1,1,1,2,1,1,2,2,2,2,6,1,3,4,8,7,5,1,,,3,,3,,3,,2,1,,3,,,3,5,6,1,2,1,1,4/1/2021 18:35,4/1/2021 18:41,6,2,1,Smartphone,1,59,3,5,1,3,4,4,11,3,6,AL,3,6,1,1,2,3,4,1,0,0,0,0,1
331,1.36783087,335,614,551,645,655,132,563,263,423,213,313,143,331,423,465,365,1,4,49854,,0,0,1,0,1,0,1,1,1,5,1,4,2,2,2,1,2,1,2,2,1,6,3,8,2,7,5,1,4,5,,,1,3,,,5,2,,,3,,5,,1,4,2,1,2,2,1,3/31/2021 11:52,3/31/2021 11:59,9,2,1,Smartphone,1,59,3,5,1,4,3,1,11,3,6,MI,2,3,0,1,1,1,4,4,0,0,0,0,4
341,0.65179943,464,611,432,165,123,124,151,622,423,235,432,433,532,545,525,662,2,4,25143,"Charleston, WV Metro Area",0,1,1,1,1,1,0,0,0,7,1,7,3,2,2,1,2,1,1,2,1,4,1,2,3,8,6,7,5,,4,,2,,4,,5,,4,1,,4,,4,,7,6,1,2,2,1,3/31/2021 13:43,3/31/2021 13:49,6,2,1,Smartphone,2,37,2,3,1,4,1,7,11,3,6,WV,3,5,1,1,2,1,4,5,0,0,0,0,2
342,1.82975080,315,361,644,545,662,462,415,632,341,112,411,223,654,562,415,521,2,8,19131,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Me",0,1,1,0,0,0,1,0,0,6,1,4,2,1,1,1,2,2,2,1,2,4,7,5,2,1,6,8,3,,3,,3,3,,3,,3,,,3,4,,3,,7,6,1,2,2,1,3/31/2021 21:58,3/31/2021 22:02,4,2,1,Desktop,1,27,1,2,1,4,5,7,1,1,1,PA,1,2,1,1,2,3,4,1,0,0,0,0,1
345,0.87760296,233,143,521,232,431,132,561,651,461,561,642,441,232,561,621,441,1,3,22514,,0,0,0,1,1,1,1,1,0,7,1,5,2,2,1,2,1,1,1,1,1,3,1,8,6,2,7,5,4,1,,1,,,4,,5,,2,,4,,5,2,,7,6,1,2,2,1,3/31/2021 18:50,3/31/2021 19:04,15,2,1,Desktop,1,74,4,6,1,3,2,5,15,4,8,VA,3,5,1,1,1,1,3,1,0,0,0,0,1
346,0.53641403,154,245,532,655,114,412,141,424,234,242,534,542,435,644,661,454,2,3,92591,"Riverside-San Bernardino-Ontario, CA Metro Are",1,1,1,0,0,0,0,0,0,4,1,7,2,2,1,2,1,1,2,2,1,7,4,6,5,2,3,1,8,,1,,1,4,,1,,2,,1,,5,,1,,7,6,1,2,2,1,3/31/2021 15:56,3/31/2021 16:05,10,2,1,Smartphone,1,65,4,6,1,3,1,5,14,4,8,CA,4,9,1,1,2,1,4,4,0,0,0,0,4
349,0.82098021,344,252,431,261,563,424,125,133,645,563,554,344,651,521,565,523,2,3,46807,"Fort Wayne, IN Metro Area",1,0,1,0,1,0,0,1,1,4,5,3,1,2,2,2,1,1,2,2,2,8,1,7,5,2,6,4,3,1,,,3,4,,,5,1,,1,,,5,,5,3,5,1,2,2,1,4/2/2021 9:54,4/2/2021 10:01,7,2,1,Smartphone,1,50,3,4,1,3,1,1,14,4,8,IN,2,3,1,1,1,1,2,2,0,0,0,0,2
356,1.59404262,313,142,622,632,534,135,261,621,113,252,445,343,141,325,142,152,1,9,14617,"Rochester, NY Metro Area",1,0,1,1,1,1,0,1,1,1,5,3,1,1,1,2,2,1,2,2,1,4,7,2,5,3,8,6,1,1,,,3,,2,,5,,2,2,,,5,,5,5,4,2,3,1,1,3/31/2021 12:28,3/31/2021 12:37,9,2,1,Smartphone,2,39,2,3,1,4,1,1,10,2,6,NY,1,2,1,1,1,1,4,6,0,0,0,2,2
