StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,message1,message2,message3,AttentionCheck1,message4,Message5,Message6,regulations,GlobalWarming,TrumpHigh,AttentionCheck2,TrumpLow,BidenLow,ExxonHigh,ExxonLow,BidenHigh,MSCHigh,MSCLow,SierraHigh,SierraLow,colgateHigh,ColgateLow,patagoniaHigh,PatagoniaLow,powerthefutureHigh,PowerTheFutureLow,TrumpTemp,BidenTemp,comment,political_affiliat,political_affiliat_4_TEXT,polparty,age,gender,gender_3_TEXT,state_1,EndComments,Random ID,Create New Field or Choose From Dropdown...
7/28/2022 4:08,7/28/2022 4:18,IP Address,67.190.248.18,100,582,TRUE,7/28/2022 4:18,R_1o6zmKPt56Ecwsl,,,,,29.9475,-81.5264,anonymous,EN,Extremely political,Extremely political,Not at all political,Slightly Political,Slightly political,Not at all political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,,,Not at all political,,Not at all political,Not at all political,Very political,Somewhat political,,,Not at all political,Not at all political,,,Not at all political,Extremely political,,0,7,"No I didn't.  I thought there was just mixture of issues but wasn't sure if they were political or not.  I tried my best.  I figured if they aren't talking about politics, it's not political.  Saving the planet isn't political is it? ",Strong Democrat,,,55 to 64 years old,Female,,Florida,Thank you for having me in your study.  Good luck! ,49311,
7/28/2022 4:10,7/28/2022 4:20,IP Address,65.28.4.172,100,592,TRUE,7/28/2022 4:20,R_3iEEQ7o8L8FfYPO,,,,,39.0684,-94.5411,anonymous,EN,Extremely political,Very political,Somewhat political,Slightly Political,Slightly political,Slightly political,Somewhat political,4,Equally by human activity and natural causes,Extremely political,Slightly political,,Extremely political,Not at all political,Not at all political,,,,,,Not at all political,Not at all political,,Not at all political,Slightly political,,1,2,N/A,Weak Democrat,,,25 to 34 years old,Male,,Missouri,,98685,
7/28/2022 4:16,7/28/2022 4:23,IP Address,75.97.234.178,100,422,TRUE,7/28/2022 4:23,R_1mUgk13jUsKt7CJ,,,,,40.8979,-75.4765,anonymous,EN,Somewhat political,Very political,Not at all political,Slightly Political,Extremely political,Not at all political,Somewhat political,3,Equally by human activity and natural causes,Extremely political,,Extremely political,,,,Extremely political,,Slightly political,Very political,,Slightly political,,Extremely political,,Very  political,Extremely political,0,7,no,Weak Democrat,,,45 to 54 years old,Female,,Pennsylvania,,33600,
7/28/2022 4:16,7/28/2022 4:25,IP Address,66.191.236.3,100,520,TRUE,7/28/2022 4:25,R_2sc1uNIUYHM3R09,,,,,35.1366,-84.8495,anonymous,EN,Extremely political,Extremely political,Somewhat political,Slightly Political,Somewhat political,Somewhat political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,Slightly political,Somewhat political,,,Somewhat political,Extremely political,Very political,,Very political,,,Not at all political,,Not at all political,,,0,1,Most of them just looked like ads. ,Other:,outsider leftist,Democratic Party,55 to 64 years old,Other:,genderqueer,Tennessee,,10801,
7/28/2022 4:22,7/28/2022 4:29,IP Address,71.203.29.147,100,433,TRUE,7/28/2022 4:29,R_2A0eGKQLCeZYLX5,,,,,27.2823,-82.419,anonymous,EN,Very political,Very political,Slightly political,Slightly Political,Not at all political,Not at all political,Not at all political,2,Mostly by human activity,Extremely political,,Slightly political,Not at all political,,,Extremely political,Somewhat political,Not at all political,Extremely political,,,,Extremely political,,,Extremely political,0,9,no,Strong Democrat,,,55 to 64 years old,Female,,Florida,,53156,
7/28/2022 4:33,7/28/2022 4:38,IP Address,76.182.23.198,100,300,TRUE,7/28/2022 4:38,R_1f8kqY1K9dZfO1Z,,,,,35.5831,-78.7881,anonymous,EN,Somewhat political,Extremely political,Slightly political,Slightly Political,Not at all political,Not at all political,Not at all political,3,Mostly by natural causes,,,,Slightly political,,Not at all political,Extremely political,Not at all political,Not at all political,,,Not at all political,,Slightly political,Not at all political,,Slightly political,8,0,they were mostly environmental,Strong Republican,,Republican Party,45 to 54 years old,Female,,North Carolina,,59684,
7/28/2022 4:35,7/28/2022 4:43,IP Address,76.217.241.48,100,506,TRUE,7/28/2022 4:43,R_1o1lLHlpZ9MOW3m,,,,,39.722,-84.0327,anonymous,EN,Very political,Very political,Slightly political,Slightly Political,Extremely political,Extremely political,Extremely political,7. No regulation because it will not work and will cost jobs,Mostly by natural causes,Extremely political,,,,Somewhat political,Extremely political,,Very political,Slightly political,Extremely political,,,,Extremely political,Very political,,Somewhat political,8,1,no,Strong Republican,,Republican Party,45 to 54 years old,Female,,Ohio,,38301,
7/28/2022 4:37,7/28/2022 4:45,IP Address,173.28.134.39,100,461,TRUE,7/28/2022 4:45,R_7UrT5gbTwkVBcg9,,,,,32.5607,-84.8573,anonymous,EN,Somewhat political,Slightly political,Slightly political,Slightly Political,Somewhat political,Slightly political,Slightly political,4,Equally by human activity and natural causes,Very political,,Somewhat political,Somewhat political,Somewhat political,,Very political,,Not at all political,Very political,,,,Somewhat political,Not at all political,,,5,5,,Independent,,,35 to 44 years old,Male,,Georgia,,40798,
7/28/2022 4:44,7/28/2022 4:46,IP Address,104.129.204.106,100,122,TRUE,7/28/2022 4:46,R_1P2a3KTGSDonbrK,,,,,34.0034,-84.4605,anonymous,EN,Very political,Extremely political,Not at all political,Slightly Political,Very political,Not at all political,Not at all political,5,Mostly by natural causes,,,Slightly political,Very political,Somewhat political,,Extremely political,Somewhat political,Not at all political,,Extremely political,,Not at all political,Extremely political,,,,10,0,No,Strong Republican,,Republican Party,25 to 34 years old,Male,,Georgia,,41971,
7/28/2022 4:31,7/28/2022 4:47,IP Address,172.58.217.60,100,947,TRUE,7/28/2022 4:47,R_udL5Ajt6q0cnm2B,,,,,41.8333,-71.4314,anonymous,EN,Extremely political,Extremely political,Extremely political,Slightly Political,Very political,Somewhat political,Slightly political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,Slightly political,,,,Somewhat political,Extremely political,,Not at all political,,Somewhat political,Not at all political,,,Slightly political,,Very  political,0,6,I did not.,Strong Democrat,,,45 to 54 years old,Male,,Massachusetts,,46164,
7/28/2022 4:45,7/28/2022 4:49,IP Address,68.9.90.91,100,249,TRUE,7/28/2022 4:49,R_1FnuEIdYnGRlWZI,,,,,41.9609,-72.7957,anonymous,EN,Somewhat political,Very political,Not at all political,Slightly Political,Slightly political,Not at all political,Not at all political,5,Mostly by natural causes,,,,Very political,,Not at all political,Extremely political,Slightly political,,Extremely political,Slightly political,,Not at all political,Extremely political,,,Slightly political,5,0,Didnt notice anything unusual.,Independent,,,35 to 44 years old,Male,,Connecticut,,94519,
7/28/2022 4:50,7/28/2022 4:53,IP Address,68.57.113.150,100,181,TRUE,7/28/2022 4:53,R_1Q3iHgq6vLTh1jU,,,,,35.9375,-84.073,anonymous,EN,Very political,Extremely political,Somewhat political,Slightly Political,Extremely political,Somewhat political,Slightly political,6,Equally by human activity and natural causes,Extremely political,Slightly political,Very political,,,Slightly political,Extremely political,,Not at all political,Extremely political,,,Not at all political,,Slightly political,,,10,0,not really,Strong Republican,,Republican Party,35 to 44 years old,Male,,Tennessee,,30404,
7/28/2022 4:46,7/28/2022 4:58,IP Address,67.249.183.203,100,685,TRUE,7/28/2022 4:58,R_1Oq0iTEy8AUehf7,,,,,43.0455,-74.8598,anonymous,EN,Extremely political,Extremely political,Very political,Slightly Political,Very political,Somewhat political,Very political,3,Equally by human activity and natural causes,Extremely political,,,Extremely political,Extremely political,,,Extremely political,Somewhat political,,Slightly political,,Not at all political,Extremely political,Slightly political,,,0,5,the ad about the pen that keeps teeth white ....the claim seems absurd and the red square with no words made it even weirder.,Weak Democrat,,,65 to 74 years old,Male,,New York,,35201,
7/28/2022 5:03,7/28/2022 5:09,IP Address,172.58.190.201,100,325,TRUE,7/28/2022 5:09,R_3aAQhGy6Tsbcl6F,,,,,39.2909,-76.6096,anonymous,EN,Extremely political,Extremely political,Very political,Slightly Political,Very political,Very political,Somewhat political,7. No regulation because it will not work and will cost jobs,Mostly by natural causes,,Slightly political,Extremely political,,,,,Somewhat political,Somewhat political,Very political,,,Not at all political,Very political,Slightly political,Extremely political,,3,4,Red ad for teeth whitening,Weak Democrat,,,35 to 44 years old,Female,,Michigan,,98336,
7/28/2022 5:01,7/28/2022 5:09,IP Address,174.29.181.63,100,520,TRUE,7/28/2022 5:09,R_3k0s225FsALseGy,,,,,39.7593,-104.9651,anonymous,EN,Very political,Extremely political,Slightly political,Slightly Political,Slightly political,Not at all political,Slightly political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,,Slightly political,,,,Slightly political,Extremely political,,,Extremely political,,Not at all political,Not at all political,,Slightly political,Extremely political,Very  political,0,6,They were mostly about environmental issues.,Strong Democrat,,,45 to 54 years old,Male,,Colorado,,46679,
7/28/2022 4:52,7/28/2022 5:10,IP Address,136.55.240.180,100,1063,TRUE,7/28/2022 5:10,R_xaPgVDhQMl0i6zv,,,,,33.8019,-84.3861,anonymous,EN,Extremely political,Extremely political,Extremely political,Slightly Political,Extremely political,Extremely political,Very political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,Slightly political,,Very political,Extremely political,,Extremely political,Extremely political,,Extremely political,Extremely political,,,,,Extremely political,,0,9,no,Strong Democrat,,,35 to 44 years old,Female,,Georgia,,63764,
7/28/2022 4:58,7/28/2022 5:10,IP Address,73.133.52.132,100,734,TRUE,7/28/2022 5:10,R_27IubH0wkqo3iQH,,,,,39.109,-77.2489,anonymous,EN,Very political,Extremely political,Very political,Slightly Political,Somewhat political,Not at all political,Slightly political,6,Equally by human activity and natural causes,Extremely political,,,,Somewhat political,Not at all political,Very political,Slightly political,,,,Not at all political,,Slightly political,Not at all political,Very  political,,1,2,"They were all kind of rough, like first drafts or something.",Weak Republican,,,35 to 44 years old,Male,,Maryland,Political ads are like toothpaste flavored ice cream. ,50424,
7/28/2022 5:08,7/28/2022 5:11,IP Address,70.44.94.194,100,183,TRUE,7/28/2022 5:11,R_3iRcpKFWBrFzpoH,,,,,40.6561,-75.2336,anonymous,EN,Extremely political,Extremely political,Slightly political,Slightly Political,Extremely political,Somewhat political,Not at all political,4,Mostly by human activity,,,Extremely political,Extremely political,,,Extremely political,,Not at all political,,Not at all political,Not at all political,Not at all political,Extremely political,,,Somewhat political,0,0,no,Independent,,,35 to 44 years old,Female,,Pennsylvania,,87259,
7/28/2022 5:08,7/28/2022 5:19,IP Address,68.187.203.39,100,659,TRUE,7/28/2022 5:19,R_2mjowmnHI67O0Vj,,,,,34.5251,-82.6307,anonymous,EN,Extremely political,Extremely political,Extremely political,Slightly Political,Not at all political,Very political,Extremely political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Somewhat political,Slightly political,,Very political,,Not at all political,Extremely political,,Not at all political,,,Not at all political,Not at all political,,,,Very  political,0,8,no,Strong Democrat,,,25 to 34 years old,Male,,South Carolina,,28993,
7/28/2022 5:17,7/28/2022 5:21,IP Address,45.36.249.119,100,246,TRUE,7/28/2022 5:21,R_1MLDBcmJUtflUPr,,,,,36.0322,-79.8588,anonymous,EN,Somewhat political,Very political,Slightly political,Slightly Political,Slightly political,Not at all political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,Slightly political,Very political,Somewhat political,,,,,Not at all political,Very political,Not at all political,,Not at all political,,Not at all political,,,0,6,no,Strong Democrat,,,65 to 74 years old,Male,,North Carolina,,99744,
7/28/2022 5:10,7/28/2022 5:21,IP Address,144.129.85.42,100,668,TRUE,7/28/2022 5:21,R_3R8ev9GbdZJ1yVe,,,,,28.5436,-81.3738,anonymous,EN,Somewhat political,Very political,Not at all political,Slightly Political,Not at all political,Not at all political,Not at all political,2,Mostly by human activity,Extremely political,,Very political,,Not at all political,,,Very political,Not at all political,,Not at all political,Not at all political,,Somewhat political,Not at all political,,,0,5,None,Weak Democrat,,,25 to 34 years old,Female,,Florida,,84970,
7/28/2022 5:19,7/28/2022 5:23,IP Address,69.244.11.144,100,242,TRUE,7/28/2022 5:23,R_2zIPUmAxFAamMZa,,,,,32.3383,-111.0455,anonymous,EN,Very political,Extremely political,Somewhat political,Slightly Political,Somewhat political,Slightly political,Slightly political,2,Equally by human activity and natural causes,Extremely political,,Not at all political,,,Very political,,Extremely political,,,Somewhat political,Slightly political,Not at all political,,Slightly political,,Very  political,5,4,Some of them were not political at all. ,Weak Republican,,,25 to 34 years old,Male,,Arizona,,46839,
7/28/2022 5:18,7/28/2022 5:25,IP Address,24.233.108.39,100,389,TRUE,7/28/2022 5:25,R_WvZzm0zsgKQfcdz,,,,,43.4584,-71.5726,anonymous,EN,Very political,Extremely political,Very political,Slightly Political,Very political,Slightly political,Slightly political,5,Mostly by natural causes,Extremely political,,Slightly political,,,Somewhat political,,Very political,Not at all political,Very political,Very political,,Not at all political,Extremely political,,,,8,0,no,Independent,,,45 to 54 years old,Male,,New Hampshire,,88729,
7/28/2022 5:19,7/28/2022 5:31,IP Address,73.214.34.193,100,709,TRUE,7/28/2022 5:31,R_3KvJYoYW0ny2QJA,,,,,39.9877,-81.1346,anonymous,EN,Very political,Somewhat political,Somewhat political,Slightly Political,Somewhat political,Not at all political,Slightly political,3,Mostly by human activity,Extremely political,Extremely political,,Slightly political,Somewhat political,Somewhat political,,,Not at all political,,,,Not at all political,Very political,,,Somewhat political,2,1,no,Weak Democrat,,,35 to 44 years old,Male,,Ohio,,11334,
7/28/2022 5:27,7/28/2022 5:32,IP Address,107.206.246.64,100,274,TRUE,7/28/2022 5:32,R_bfI7tJ35jjeSoxj,,,,,34.024,-84.2396,anonymous,EN,Extremely political,Extremely political,Slightly political,Slightly Political,Very political,Somewhat political,Somewhat political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,,,,Extremely political,Slightly political,Extremely political,,,Not at all political,,,Not at all political,Not at all political,Extremely political,Not at all political,,Extremely political,0,8,They were very environmental or about energy ,Strong Democrat,,,55 to 64 years old,Female,,Georgia,Something needs to be done to stop global warming ,17859,
